Comment,Toxic
issi qism ulma leye dozakh ka sab se bura muqam hey ye bohat brra behropia hey,2
asma maam kyu in munaafiqo par likhte hain aap in saaray beghairto ne mil kar awaam ko topi pehnai hai khuda karay ye sab kuttay ki mout maray bharway saalay,2
okaat par aagya tere dharm me yhi to khasiyat bahen betiyo ko gaali dena teri bahen ka randi naam sahi,2
lant lant lant lant lant lant lant lant lant lant lant lant lant lant lant lant lant lant lant lant lant lant lant lant cgor imran yahodi bayghart kashmir frosh par lant,2
halala ki aulaad spotted,2
hindu bhenchod hi ki gaand ma hi keerra hota hay tum hindu ho hi harami tumhara kabhi baap nhi hota,2
yahoodi gulam imran chore zakat harrami chamchay saray harrami logown ka akath hay pti,2
beghyrat inssan tum kiya yahoodi ho,2
yahoodi kabhi tumhare dost nahi ho sakte their were no zionists at time of mohammad saww but stiĺl their every action was against muslims and islam,2
ye sala halala ki paidais hai ye sb eske dna,2
trri pen ki chooli jalti ha randi bachy tera kia kaam army mamlaat mein bolny ka or haram pillay tum lpg deshat ghard ho harami afghani nikalo humary mulk say tum ne apny haramiyun sath firing kr jawan shaheed kiay kis yahodi tookron pe palta ha tu kuttay,2
khabasaat se bharppor yaar maar ein tuassi dost samjhday umar guzar deti tu yahoodi nikaleya,2
khinzeer ki aulad apni yahoodi jesi soch ka natija daikh le,2
ap aisay kro upni bajian paish kr du un randion ki jagha harami insanaram say apko samjh ni ati kisi kutti bachay bc,2
he is the production of halala by any molvi,2
lo gi qadiani or yahodi agent ne aik dafa phir bazi marli or muslman apni apni siasat krte reh gey,2
randi ki bachi bakwas krti ho tu hraam mout mry gy lanat esy kafroo pr,2
izat say nam lia kar patwari he tera asli abba ha bayghart apni ami jan say puch lay baki imran yahodi bayghart kashmir frosh say to teri ami jan nay taste change kia ha imrani tati sahiba sahib,2
mullah ha khulla kiyun randi haram ha,2
halala ki paidaish andha hai buddhe dikh nahin raha ki ye kisi ki shadi ka video hai,2
delete kr yeh post teri maa ki kuss main yeh lun haram ki paidayesh indian ki misal yahan pakistanio per thoopta hy harami ki nasal haqeeqet tv,2
itna bhaut ha,2
harami,2
naizi yahodi,2
waha phr bhi nhi aye hoge jo tere niazi zani kopal rhe hairyahodi sale,2
kya aik zani imrando ko islami mulk ka pm hona chahye jisy khatum ul nabeeyan kehna nahi ata usy madina ki riyasat ka dawa kerna chahye kya yahodi aur esaye aulad wala aur peerny sy uski idat main shadi kerny wala islamic mulk ka pm hota isko sangsaar kero islam yeh kehta hai,2
abbe kutte je bache tum pti wale momin ho tum lanti yahoodi qadiani group ho tume abhi samajh nhi ai ga,2
chal hamare to shabdo ke mtlb ko badal bakchodi karte ho tum jasa ki tume sikhaya jata hai atank ki factories madarsa mein pr ye baat to puri dunia janti ki tum apni hi bhen chod dete ho halala bhi tumhare yahan hota hai aur popat ne saal ki aisha sath balatkar kiya,2
yahoodi islam ka sabse bada dushman hai isliye yahoodi par kabhi vidhwas nahi karna chahiye,2
hame insaf chahiye muzlim ko live bina kpdo unhe itna torture kro aur zinda jala do im sure ki unke ghr wale unko ab beta kehne chod diye honge aur unki bhne bhai yrr beshrmi ki koi hd hoti ab ni,2
ghatia prime minister of pakistan yahoodi khan,2
itni ye kaaki bhi pakistan aye gi mary gi ia,2
begherat orat apne alfaz dekh tere ko to khinzeer ki olad kehna ghalt hoga tu usse gai guzri hai,2
nikal maa dhar chod secular hindu,2
apnii chutiyaaa phalasfiii apny pas rakho ja bolo zra yahodio mulk me yahodi mazhab khalaf gaand me tail dal agg lgayen gy mazhab name pa itni jangain muslimano na nah lariii jitnii tmary yahodi aur christ lar chuky,2
allah imran yahodi ki pakar karain,2
tu ja ke puch apni ammi se kiske halala ka beej hai tu,2
bhai janab yaqoob nabi as sath unk wo bete bhi hain jinho ny nabi yosaf as ko becha or katal karna chaha is ka matlab wo rehmat me hain nahi jinlogo ny ahlybait ko aziyat di hai wo lannat ullah hai,2
yahoodi controlled media ha lanat ha aise media or white terrorists pe,2
tujh begheratharami aur dallay ko pata ni ke ik israel ko accept karnay ki bat karta raha pak army ke khilaf jesay ik bhonka is tarha kutta ni bhonkta,2
musalman to kahtae hi usko hain jo shariyya ko manta hae isis to aek shadyantr that musalmano kae khilaf america ki traf sae musalmano ko badnam karnae kae liyae bagdadi aek yahodi tha jisko america main training di gaee jab musalmano ko pata chala usko nakar diya,2
china wale athiest bharwe,2
allah is yahodi ko sakht sa sakht saza day,2
sub cnfrm tm mjy koi mutta ki paidawar lg rhy ho ye sub tmhry galeez mzhb hota din koi or to rt koi or,2
khottay bacho dallo haramkhoro kanjro nalaiko jahilo or pata nhi kiya kch niazi teri pen di sirii jahill kanjar yahodi loby agent haramkhor badzat dalay baigairaton sardar lakh di lanat tere munh tay itnay jahil ho ghin ati hai tum jahiloon se badbo ati hai,2
sir gee mujhy bas itna pata ha pakistan khilaf sab aik hen chahy yahoodi hon ya musalman sab pak khilaf hen,2
aap kiski baat kr rahe hoyee jnu mai tukre tukre gang or aap muslim se yahi umeed ki ja skte haap es desh ke khilap hi rahogeaap kavi kisis army ke deat mai ek tweet nhi krte or jhootr baat pe sirf tweet or randi rona machte ho,2
dont he so harsh jafar uncle will have halala of himself,2
kutay harami bahir sy gari lainay chela gia tha or teray ultay dimagh main chutiyapa chelnay lg gia ajeeb chawal hy kasam sy phir tujhay call ni ki thi,2
pakistan ka dajjali media bilkul khamosh shame on yahodi agent media,2
niazi is yahodi daboo,2
correct this goes for maulana diesel too because all what he says yahoodi lobby viki leaks and qadiani conspiracies is blatant lie,2
chutiye ye hunduism ni he islam he isme koi kisi muslim ko ni maarta gashti ke bache,2
wo ju niazi yahodi hakomat chala rha,2
rt buhat hogiya tamashs en yahoodi nasal shetan fazuloo diesel mula party ka government must taken action against them,2
rt yahoodi ikathay han us moozi moodi sath dono kaaim aik hi ha muslims ki genocide stopgenocideonmuslims,2
pakistani politics is wicked and crazy zardari boy is called bhutto the biggest phattu is called sher the most despicable scum of this country is called maulana the best advocate muslims have had in the last century is calleds yahoodi agar novjot qadiani he to tum sab yahoodi ho israeli agent,2
no matter how much you help muslim hindu remains kaafir to him cretin lowest in the hierarchy of the living good riddance,2
ye mader chod pti wale this is yahoodi qadoani group,2
yahoodi sazish hai ye,2
bacha agar chahta ha tu apni ami aur bhn ko bs bhaj da me nikal dn ga wesa maza sa yad aya ka tri ma ka bht maza hn neoga krwata ho na apni ma ka aik waqt me mard neoga ki pedawar,2
ye jihadi aurat ke mhu mat lagusirinn jihadi logo ko kbi bat samj nhi ati,2
lant tery tay nal tery kashmir frosh lanti sazishi bayghart kanjar imran yahodi tay,2
lag raha hai is ka halala ho gaya hai,2
tu hallala se paida hui randi hai,2
sari duniya enka kala chehra dekh chuki ha pakistani bechay bechay ko pata jaisa kanjar bayghart lanti sazishi kashmir frosh gandu imran yahodi ha bilkul wesi he uski najaiz olad pti ha,2
imran yahodi khud buzdil gandu ha wo kisi ki help kia kary ga,2
heera mandi mein ja kar dekh le sare hindu or indian he hsrif india mein he randi khana chalta hai or roj rape hota ki waha kisi ko kaam hai he nhi srif apna jism bechne alawa tumhara modi ne sabko apna jism bechne mein majbur kar diya hai kya pata agla tera family hoga,2
jiss tarhaan yeh dushmani nawaz sharif aur uss kay sathion kay sath nikaal rahay hain woh siraf qadiani ya yahoodi hee kar saktay hain yeh islami pakistan kay subb sey barray dushman hain,2
oye bandri de bache tera bap yahodi to nai,2
in beghairto ko roona nhi aata talaq de intaqam ki aag thundi nhi hoti aur apne hi bacho aur wo betio ki maao ko budkirdari ka certificate dene aate hain ahmdi jialey khalifa chumchey,2
haram khor ha yh media mathrchod ki olad,2
rt planbrocking go yahodi ejant go,2
shuruwat krke tune tmhari tarbiuat nasal btadi maine jawab dia arabic bhut purani hahah kashmir ka rona ha waziristan aur balochistan me khud he muslim ki marrhe gandu muslim pakistani randi ki olad,2
ye bhosdiwale hai inko dusro se nafrat hi sikhayi gayi hai inhe bataya gaya hai dusre mazhab ke log jahannum me jayenge or inke mazhab ke suurma logo jannat me ko virgin ladkiyo se nawaza jayega,2
or eik wo afgani tu hai sab se bara harami,2
or mai ne hajj double rate py kr musalmano ko khushaal kr dia hai or yaatra free kr sikho ko tabah kr dia yahoodi agent donkey king,2
apni ami jan say puch lay asli abba tera koi patwari he ha baki imran yahodi bayghart kashmir frosh say to teri ami jan nay taste change kia ha ab sathi kis patwari ka phata ye rub he janta ha din thay,2
irani indian dono harami pakistan dushman lanati,2
ye to ahmadiya nikla,2
this true indian is fake account ye halala ka product hai,2
hramkhor tere ki shaadi hojaye teri se,2
bro in jesi aurtoo ka quran me bhi zikar hai humari zuban me inhain sasti randi bola jata hai,2
randi kuttiya jab tu je namaz nahi parni tou maat phr bc qadiyan ki nasal ho qafir,2
hitler genius tha usy pata tha many yahoodi ko marna ha na mara to ya dunia tabbah kar day gay great person,2
jab pele jate hain to bilbilate hain harami halala ki aulad,2
bilkul ye yahodi media ha sara ghalt reporting or sary ke sary biky howy,2
yha to kuch behn chod log ama ko dafan krna nahi atajis na una paida kia bra kiapr wahi behnchod hrami olad usa dfn krna ni atidosra ka kya kehna,2
yar choro inn ka tu mazhab main randi puna hai inn se kia behas kirni harami nasal se kia gairat ki umeed choro,2
bhosdike madarchod randi ki aulad porki tu apni ahmadi mosque dekhpakistan mandir aur tamatar dekh jaahilqaum sunnis of pakistan,2
suck my lauda yahoodi,2
is molvi ne yahoodi dress coat pehna hua hay is iman ka mujhy shak hay,2
woh natural dress me hoti hen ye surkhay hen coomunist seculer ahmedi,2
tumhari aukaat teen talaak halala mutah burka wali hi theek hai jihadi mulli,2
tu ashram ki paidaish sadhu sant beech madarchod yahoodi ki najayaj aulaadshiv lund ki paidaish,2
yahoodi agent ki bolti us wakt band thi jb fazul rehman islamabad men betha tha or parvez ilahi ko minnaten kr rha tha ke aap mahrbani kr ke baat cheet karen or aaj fazul rehman pe bhonk kr rha he ke ak maheena reh ke dikhate thookte hen hum yahoodi agent ke muo pr,2
jb tak sb musalman thay to ak doseay say lar rhay thay bech ma ak yahoodi agent gia is leay sb musalman ak ho gay is kay khelaf aap ko mari bat achay say samjh gai ho gi,2
and you concentrate on hoors aacha hua top terrorist producing country nai pucha nai to yaha apna halala karwane nai aate,2
fir bhi tumhari tarah america ya saudi arabia se bhikh to nhi maangte saale saudi kutta modi ke kahane pe saudi arabia ne tumhe kolalampur jaane se saale halala ki paidaish jo apni ma bahano ko china se chdne liye lga diya ho wo india se baat kar rha,2
kaafir ki nasal,2
oye teri ma ki choot us ke waldain halali thay tere waldain jese harami nahi,2
maulana kuchh to sharam karo phir mood mein aa gaye halala mein dikkat aayi to protest mein aapni auratein se yeh saab karwao ge mar jao,2
kitna baar batayega ki you have been result of halala,2
kya in islamic leaders ko ye nhi pta ky kisi ky character pr buhtaan ya thhmat nhi lgaty kon sa islam prha hy or kis islam ki roh sy ye imran khan ko yahodi khty hyn sharam aani chahiay inhy apni garkton py,2
ji hum ko pta hai pti ka asal chahra qadyani aur yahodi log hai,2
bajwa ka mohra hay imran chore zakat khore yahodi destroyed pakistan and business of pakistan nation and khosa harrami,2
pakistan ka malik hai kotta ganju qoom ka paysa ta konsa apni jeb say laga raha wayse pakistan ko kangal krdya hai allah aska jahaz tabah kry upar ta zameen ayse hanzir nahust say bachy rundi,2
agr sir sy reply mangana hai to kashmir py bt kry jic py pori dunia ki nazar di to diesel ny hata dia yahodi agent ny,2
sir ye haraam khana pasand frmatay hainmedia pe beth dil zuban aur eman ki keemat lena in ka sheva hai,2
sale halala ki pedaish delete mat kar dena madarchod,2
imran yahodi ko apki chatrol mubarik ho,2
isko gali dene se phle bhagwaan se maafi mangni padti kyu iska naam kanhaiya rkha arshad aslam kch rkh dete bhagwaan maaf karna par ek gali toh dunga ise,2
her waqt hi mout huti hi inko pakistan me sab ko haramkhori ki adat hi,2
randi ke nassal qadani ke olad,2
wo banda to pakra gaya ha pakistan zara tum apne abo modi ji ko aur un hindu logon ki fikar kro jinon ne muslims ko mara ha lanati,2
tumari baat bata rahi tum ya kissi qadiyani khanzeer ya yahoodi bachy ho,2
waaah waaah shariat main aisy nahi hota talaq baad wazeefa kr lo tay halala phr bhi krna parta hy lelzzzz chotiyay writer,2
sai kha niyazi khud kshi krny ja rha tha sab ny rok lia hahaha nro nhi dnga tri kia okat yahodi egnt,2
haramzady kutty yahoodi musalman khud zaleel hoty hain muslim countries main nahi rehty,2
subah sham lanat niazi behairat niazi yahoodi niazi,2
teri maa ki choot mother chodsabko pta hai tu muslim hai hindu name ki aand me bol raha hai,2
tere ko koi certificate dikhane ki bhi jarurat nhi hai teri language se hi pata lagta hai ki tu to pakka halala multiple ki hi paidaish hai,2
mirziee ahmedi qadiyani non muslim girls call army mess trap our army officers and marry them,2
ye sab kahani tum shias ko ibne saba aur dosray munafiqo kay zarye pohanchi hain tum shias ho hi ibne saba ki nasal tumhara radd allah ny quran mein khud kya hai,2
tera donky tu iqtdar deny lye minty krta phr rha hyper molna sb aisy iqdar per lanat bejhty hain yahodi agento,2
pura padh msg halala ki aulad,2
haha halala karne walo ki bate suno bcdo you even know who your father is may be the maulavi ask your mother ok,2
or tooooo yahodio ko vote mujhey fakhar hai kay mainay kesi yahodi ko vote dy kr pachta ni raha as shia mai shia ho or yahodio say dooor hn,2
marvi sarmad ko aurat mat kaho wo khabees aurat hai allah ki lanat ho marvi sarmad pr or usko support krne wale pr,2
yahodi labib key god man paly bary afsos sekh bhi nhn pay dramay bazian,2
nope he is murdered just because he is shia one punishment for shia and another for sunni and the irony the punishment was confirmed by an ahmedi who wants to rule barkistan,2
sun meri baat apni khala se kehnanext timehalala humi se karana,2
kaash in logo insaan ko sirf insaan ki tarah dekhna sikhaya gaya hota kaash inka mazhab inhe duniya pe kabze ke sapne na dikhata kaash inhe insaniyat ki khidmat or janwaro pe raham sikhaya gaya hota,2
and you halala ke padies ha,2
lakh lanat jhoota munafiq tareen yahodi imran chore zakat khore jhoota shaitan jaali imran khosa harrami sow gaya ya boot say dergaya ya doller say moonh band ker liya issnay,2
jaisy aap kisi yahoodi ki aulad hn or nawaz sharif baity yahoodi hn iss lia apny bap jo marny qareeb ha ussy daikhny na sky lant aisi aulad pa or aap jaisi takky ki yahoodi supper ki,2
shafi tu randi ki aulad he kute qadiyani idhar ao na sindh teri gand me danda dale ge pak army wale bahar betha he harami ki nasal,2
or tumhara yahodi captan hi sahi he bs,2
